だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,4,145,15,8.2,8,9.9,11,0.13,0.05,0.12,null,0,null,12.6,18,4,36,0.08,9.9,1,440,69,66,230,1.8,1.5,0.39,0.93,0,3,0,85
だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,4,372,33.8,19.7,21.5,29.5,16,0.71,0.26,0.51,0,3,0,11.8,18,10,260,1.36,28,1,1900,180,220,490,6.8,3.1,1.07,2.27,0,5,3,350
だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,4,163,14.8,9.8,8.5,8.4,6,0.17,0.08,0.1,0,0,0,9.8,7,4,41,0.26,9.8,1,530,79,100,190,2.2,1.9,0.23,1.01,0,2,0,77
だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,4,402,33,21.7,15.9,28.8,15,0.88,0.3,0.46,0,0,0,7.7,34,10,220,1.49,34,1,1800,230,230,480,8.6,4.5,0.97,null,2,28,1,300
だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,4,391,32.8,19.5,15.6,30.8,19,0.84,0.3,0.59,0,0,0,10.9,34,10,260,1.64,33,1,1800,170,220,460,8.9,3.9,1.01,null,0,2,1,41
だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,4,414,33.6,22.6,17.3,30.7,31,0.77,0.29,0.45,0,0,0,11.9,36,11,220,1.68,33,2,1800,250,250,580,9,3.5,1.11,2.54,0,1,1,660
だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,4,349,33.9,18.8,20.6,28.9,56,0.73,0.23,0.5,0,3,0,4.8,36,11,350,0.98,26,1,1800,140,200,620,6.8,3.7,0.96,2.24,0,3,2,570
だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,4,155,14.7,8.6,7.9,9.8,24,0.14,0.05,0.12,null,0,null,14.6,15,4,43,0.17,9.3,0,480,55,64,220,2.6,1.4,0.33,0.98,0,1,0,170
だいず　［全粒・全粒製品］　いり大豆　青大豆,4,425,37.7,20.7,18.4,33.9,23,0.15,0.27,0.45,0,1,0,1.8,38,11,250,0.57,25,4,2000,160,250,650,6.7,4.2,1.29,2.9,1,5,2,800
だいず　［全粒・全粒製品］　いり大豆　黄大豆,4,429,37.5,21.6,19.4,33.3,16,0.14,0.26,0.39,0,1,0,13.1,38,12,260,0.71,27,5,2000,160,240,710,7.6,4.2,1.31,3.24,1,5,5,290
だいず　［全粒・全粒製品］　いり大豆　黒大豆,4,431,36.4,22,19.2,34.3,32,0.12,0.27,0.41,0,1,0,4.4,32,11,280,0.68,27,4,2100,120,220,640,7.2,3.7,1.06,2.37,1,3,12,240
だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,4,124,12.9,6.7,6.8,7.7,0,0.01,0.02,0.01,0,0,0,12.6,5,3.3,11,0,null,210,250,100,55,170,1.8,1.1,0.28,0.84,null,null,null,null
だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,4,186,16.6,9.8,10.6,13.8,6,0.15,0.1,0.18,0,0,0,6.4,11,4.9,96,0.34,null,230,810,75,110,290,2.8,1.8,0.51,1.33,null,null,null,null
だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,4,424,37,22.8,16.9,29.3,114,0.29,0.29,0.51,0,1,0,3.1,57,11,250,0.91,29,1,2000,160,240,690,7.9,4.5,1.32,2.76,1,3,5,450
だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,4,418,36.6,24.6,20.8,28.3,153,0.48,0.27,0.56,0,0,0,15,81,11,210,0.93,31,1,2100,190,220,700,6.7,4.1,1.19,2.63,0,7,3,380
だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,4,451,36.7,25.7,18.1,28.5,8,0.07,0.24,0.52,0,1,0,11.5,27,11,220,1.01,31,1,2000,190,260,660,8,4.1,1.12,2.75,0,5,12,380
だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,4,456,37.5,25.1,15.3,29.5,14,0.07,0.22,0.3,0,0,0,11.3,42,11,250,0.74,33,2,2000,180,250,680,6.2,4,1.23,2.32,0,5,7,370
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,4,392,18.5,11.4,8.4,64.3,57,0.14,0.14,0.26,0,0,0,13.7,28,4.2,130,0.46,15,1,980,80,120,340,3.9,2.3,0.67,1.38,0,2,2,230
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,4,406,18.3,12.9,9,63.9,4,0.04,0.12,0.26,0,0,0,11.5,13,4.2,110,0.51,16,1,1000,97,130,330,4,2,0.57,1.38,0,2,6,190
だいず　［全粒・全粒製品］　大豆はいが,4,404,37.8,14.7,18.8,39.5,40,0.03,0.73,0.56,0,0,0,2.9,190,9.7,460,0.59,null,0,1400,100,200,720,12,6,1.13,2.86,null,null,null,null
だいず　［全粒・全粒製品］　ぶどう豆,4,265,14.1,9.4,6.3,37,0,0.09,0.05,0.07,0,0,0,14.3,10,3.8,48,0.28,null,620,330,80,60,200,4.2,1.1,0.39,null,null,null,null,null
だいず　［豆腐・油揚げ類］　木綿豆腐,4,73,7,4.9,1.1,1.5,0,0.09,0.04,0.05,0,0,0,4.4,6,1.9,12,0.02,4.1,9,110,93,57,88,1.5,0.6,0.16,0.41,6,4,4,44
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,4,73,7,4.9,1.1,1.5,0,0.09,0.04,0.05,0,0,0,4.4,6,1.9,12,0.02,4.1,21,110,40,76,88,1.5,0.6,0.16,0.41,6,4,4,44
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,4,73,7,4.9,1.1,1.5,0,0.09,0.04,0.05,0,0,0,4.4,6,1.9,12,0.02,4.1,3,110,150,34,88,1.5,0.6,0.16,0.41,6,4,4,44
だいず　［豆腐・油揚げ類］　絹ごし豆腐,4,56,5.3,3.5,0.9,2,0,0.11,0.04,0.06,0,0,0,2.4,9,1.6,12,0.09,3.5,11,150,75,50,68,1.2,0.5,0.16,0.34,1,1,1,69
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,4,56,5.3,3.5,0.9,2,0,0.11,0.04,0.06,0,0,0,2.4,9,1.6,12,0.09,3.5,19,150,30,63,68,1.2,0.5,0.16,0.34,1,1,1,69
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,4,56,5.3,3.5,0.9,2,0,0.11,0.04,0.06,0,0,0,2.4,9,1.6,12,0.09,3.5,7,150,120,33,68,1.2,0.5,0.16,0.34,1,1,1,69
だいず　［豆腐・油揚げ類］　ソフト豆腐,4,56,5.1,3.3,0.4,2,0,0.07,0.03,0.07,0,0,0,2.4,10,1.4,10,0.1,null,7,150,91,32,82,0.7,0.5,0.16,0.33,null,null,null,null
だいず　［豆腐・油揚げ類］　充てん豆腐,4,56,5,3.1,0.3,2.5,0,0.15,0.05,0.09,0,0,0,3.6,11,1.6,23,0.12,null,10,200,31,68,83,0.8,0.6,0.18,0.43,null,null,null,null
だいず　［豆腐・油揚げ類］　沖縄豆腐,4,99,9.1,7.2,0.5,0.7,0,0.1,0.04,0.06,0,0,0,7.1,16,2.5,14,0,null,170,180,120,66,130,1.7,1,0.19,0.93,null,null,null,null
だいず　［豆腐・油揚げ類］　ゆし豆腐,4,47,4.3,2.8,0.3,1.7,0,0.1,0.04,0.07,0,0,0,1.4,9,1.3,13,0.2,null,240,210,36,43,71,0.7,0.5,0.14,0.3,null,null,null,null
だいず　［豆腐・油揚げ類］　焼き豆腐,4,82,7.8,5.7,0.5,1,0,0.07,0.03,0.05,0,0,0,5.3,14,2.2,12,0.06,null,4,90,150,37,110,1.6,0.8,0.16,0.6,null,null,null,null
だいず　［豆腐・油揚げ類］　生揚げ,4,143,10.7,11.3,0.8,0.9,4,0.07,0.03,0.08,0,0,0,6.5,26,2.8,28,0.15,5.5,3,120,240,51,150,2.6,1.1,0.23,0.78,1,2,2,87
だいず　［豆腐・油揚げ類］　絹生揚げ,4,103,7.9,7.7,1.5,2.9,2,0.12,0.04,0.09,null,0,null,6.1,11,2.4,16,0.13,6.2,17,260,34,120,130,1.2,0.8,0.23,0.48,1,4,2,69
だいず　［豆腐・油揚げ類］　油揚げ　生,4,377,23.4,34.4,1.3,0.4,0,0.06,0.04,0.07,0,0,0,7.1,67,6.2,18,0.07,7.1,4,86,310,150,350,3.2,2.5,0.22,1.55,1,8,5,97
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,4,266,18.2,23.4,0.9,0,0,0.04,0.02,0.04,0,0,0,15.2,48,4.8,12,0.04,4.8,2,51,230,110,280,2.5,2.1,0.16,1.22,0,6,4,68
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,4,164,12.4,13.8,0.6,0.3,0,0.01,0.01,0.01,0,0,0,3,26,3.2,3,0.02,3.3,0,12,140,59,180,1.6,1.4,0.07,0.73,0,4,3,22
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,4,361,24.9,32.2,1.2,0.7,0,0.04,0.03,0.06,0,0,0,7.2,65,6.6,14,0.04,6.8,4,74,320,150,380,3.4,2.7,0.22,1.65,0,8,6,92
だいず　［豆腐・油揚げ類］　油揚げ　甘煮,4,231,11.2,13,0.5,19.1,4,0.01,0.02,0.02,0,0,0,8.3,22,2.6,3,0.03,3.7,460,61,120,51,150,1.5,1.1,0.08,0.16,0,3,3,25
だいず　［豆腐・油揚げ類］　がんもどき,4,223,15.3,17.8,1.4,1.6,0,0.03,0.04,0.08,0,0,0,12.3,43,4,21,0.2,7.6,190,80,270,98,200,3.6,1.6,0.22,1.3,32,4,8,60
だいず　［豆腐・油揚げ類］　凍り豆腐　乾,4,496,50.5,34.1,2.5,4.2,21,0.02,0.02,0.02,0.1,0,0,2.7,60,13,6,0.1,21,440,34,630,140,820,7.5,5.2,0.57,4.32,1,19,5,67
だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,4,104,10.7,7.3,0.5,1.1,4,0,0,0,0,0,0,2.7,13,2.7,0,0.02,3.1,260,3,150,29,180,1.7,1.2,0.09,1.02,0,5,1,3
だいず　［豆腐・油揚げ類］　豆腐よう,4,183,9.5,8.3,0.8,19.1,2,0.02,0.07,0.05,0,0,0,3.9,18,2.8,7,0.4,4.2,760,38,160,52,190,1.7,1.7,0.22,1.7,1,4,3,45
だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,4,121,14.9,4.4,0.8,6.7,6,0.12,0.08,0.04,0.6,0,0,3.8,12,3.7,11,0.17,4.2,740,140,70,65,150,2,1,0.13,0.58,63,14,4,43
だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,4,133,16.1,4.9,0.7,7.5,0,0.13,0.08,0.04,0.8,0,0,1.1,10,3.8,17,0.21,null,900,150,100,73,170,2.3,1,0.14,0.61,null,null,null,null
だいず　［豆腐・油揚げ類］　ろくじょう豆腐,4,332,34.7,21.5,3.2,3.8,6,0.1,0.06,0.11,0,0,0,8.1,41,9.1,23,0.14,null,4300,430,660,110,590,6.1,4.6,0.73,3.83,null,null,null,null
だいず　［納豆類］　糸引き納豆,4,184,16.5,10,9.5,12.1,9,0.13,0.3,0.24,0,3,0,9.9,870,4.6,130,3.63,18.2,1,690,91,100,220,3.3,1.9,0.6,1.39,0,16,1,290
だいず　［納豆類］　挽きわり納豆,4,185,16.6,10,5.9,10.5,0,0.14,0.36,0.29,0,0,0,6.5,930,5,110,4.28,null,2,700,59,88,250,2.6,1.3,0.43,1,null,null,null,null
だいず　［納豆類］　五斗納豆,4,214,15.3,8.1,4.9,24,0,0.08,0.35,0.19,null,0,0,8.7,590,3.7,110,2.9,15,2300,430,49,61,190,2.2,1.1,0.31,0.75,1,8,2,75
だいず　［納豆類］　塩納豆,4,137,8.3,4.4,6,20.2,4,0.06,0.11,0.13,0,0,null,6.8,220,2.6,36,1.3,8.7,860,410,48,61,150,1.3,1,0.25,0.72,1800,1,1,73
だいず　［納豆類］　寺納豆,4,248,18.6,8.1,7.6,31.5,0,0.04,0.35,0.17,null,0,0,11.4,190,7.2,39,0.81,19,5600,1000,110,140,330,5.9,3.8,0.8,1.7,1,14,2,110
だいず　［納豆類］　干し納豆,4,357,33,16.8,17.2,29.3,15,0.11,0.22,0.32,0,0,null,30.7,300,9.4,150,2.64,31.2,2000,1600,190,200,570,5.8,3.4,1.03,2.31,5,5,2,300
だいず　［その他］　おから　生,4,88,6.1,3.6,11.5,13.8,0,0.11,0.03,0.06,0,0,0,3.7,8,1.6,14,0.31,4.1,5,350,81,40,99,1.3,0.6,0.14,0.4,1,1,1,45
だいず　［その他］　おから　乾燥,4,333,23.1,13.6,43.6,52.3,0,0.42,0.11,0.23,0,0,0,3.4,30,5.9,53,1.18,16,19,1300,310,150,380,4.9,2.3,0.53,1.52,4,4,4,170
だいず　［その他］　豆乳　豆乳,4,43,3.6,2.8,0.9,2.3,2,0.03,0.02,0.06,0,0,0,0.1,4,1.4,28,0.28,3.8,2,190,15,25,49,1.2,0.3,0.12,0.23,0,1,0,54
だいず　［その他］　豆乳　調製豆乳,4,61,3.2,3.6,1.1,4.8,2,0.07,0.02,0.05,0,0,0,5.9,6,1,31,0.24,3.6,50,170,31,19,44,1.2,0.4,0.12,0.23,0,1,0,32
だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,4,57,2.2,2.2,1,7.8,0,0.02,0.02,0.03,0,0,0,2.7,3,0.9,15,0.12,null,42,110,20,13,36,0.3,0.2,0.07,0.13,0,1,1,31
だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,4,318,46.3,3,17.8,36.7,0,0.67,0.3,0.64,0,0,0,0.8,1,13,370,1.89,null,3,2400,270,290,730,7.7,4.5,1.41,2.61,null,null,null,null
だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,4,313,58.2,1.7,20.9,27.9,0,0.37,0.11,0.16,0,0,0,0.2,0,15,210,0.4,null,550,1300,280,220,750,9.2,3.1,0.99,2,null,null,null,null
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,4,335,79.1,3,4.2,7.5,0,0.11,0.14,0.06,0,0,0,0.5,0,20,270,0.37,null,1300,190,57,58,840,9.4,2.9,1.51,0.89,null,null,null,null
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,4,335,79.1,3,4.2,7.5,0,0.11,0.14,0.06,0,0,0,0.5,0,20,270,0.37,null,640,260,890,58,840,9.4,2.9,1.51,0.89,null,null,null,null
だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,4,365,59.3,5,5.6,25.2,0,0.62,0.16,0.08,0,0,0,2.5,2,15,170,0.34,null,1400,270,70,55,630,8.2,2.4,1.13,1.02,null,null,null,null
だいず　［その他］　湯葉　生,4,218,21.8,13.7,0.8,4.1,11,0.17,0.09,0.13,0,0,0,1.3,22,5.4,25,0.34,14,4,290,90,80,250,3.6,2.2,0.7,null,1,3,1,100
だいず　［その他］　湯葉　干し　乾,4,485,50.4,32.1,3,7.2,19,0.35,0.12,0.32,0,0,0,8.2,55,13,38,0.55,37,12,840,210,220,600,8.3,4.9,3.27,3.43,3,7,4,270
だいず　［その他］　湯葉　干し　湯戻し,4,151,15.7,10.6,1.2,0.1,5,0.05,0.01,0.03,0,0,0,6.2,16,3.7,3,0.12,11,2,140,66,60,170,2.6,1.6,0.57,1.09,0,2,1,14
だいず　［その他］　金山寺みそ,4,247,6.9,3.2,3.2,50,0,0.12,0.18,0.1,0,0,0,1.1,16,3.2,34,0.74,8.1,2000,190,33,54,130,1.7,0.7,0.16,0.96,1,1,1,34
だいず　［その他］　ひしおみそ,4,198,6.5,2.7,2.8,38.8,0,0.11,0.27,0.08,0,0,0,3.1,17,3.4,12,0.36,7.1,1900,340,56,56,120,1.9,0.9,0.32,0.52,1,2,4,37
だいず　［その他］　テンペ,4,180,15.8,9,10.2,15.4,1,0.07,0.09,0.23,0,0,0,9.5,11,4.9,49,1.08,20,2,730,70,95,250,2.4,1.7,0.52,0.8,1,3,1,76
つるあずき　全粒　乾,4,297,20.8,1.6,22,61.8,48,0.5,0.13,0.28,0,3,0,13.7,50,5.9,210,0.75,9.7,1,1400,280,230,320,11,3.1,0.73,2.92,0,3,4,220
つるあずき　全粒　ゆで,4,132,9.7,1,13.4,27.5,22,0.16,0.04,0.06,0,0,0,6.3,24,2.3,48,0.14,null,0,370,130,77,120,3.3,1.2,0.3,0.57,null,null,null,null
ひよこまめ　全粒　乾,4,336,20,5.2,16.3,61.5,41,0.37,0.15,0.64,0,0,0,10.9,9,4.8,350,1.77,21,17,1200,100,140,270,2.6,3.2,0.84,null,1,11,1,150
ひよこまめ　全粒　ゆで,4,149,9.5,2.5,11.6,27.4,18,0.16,0.07,0.18,0,0,0,8.4,6,1.9,110,0.48,8.9,5,350,45,51,120,1.2,1.8,0.29,1.1,0,5,1,56
ひよこまめ　全粒　フライ　味付け,4,366,18.8,10.4,21,62.6,8,0.21,0.1,0.5,0,0,0,12.3,23,3.8,100,0.35,null,700,690,73,110,370,4.2,2.7,0.78,2.2,null,null,null,null
べにばないんげん　全粒　乾,4,273,17.2,1.7,26.7,61.2,4,0.67,0.15,0.51,0,0,0,3.6,8,5.7,140,0.81,8.4,1,1700,78,190,430,5.4,3.4,0.74,1.5,0,1,2,41
べにばないんげん　全粒　ゆで,4,103,6.2,0.6,7.6,22.3,1,0.14,0.05,0.11,0,0,0,2,3,1.6,23,0.18,3,1,440,28,50,140,1.6,0.8,0.17,0.58,0,0,1,21
やぶまめ　乾,4,383,23.4,10.1,null,49.5,0,null,null,null,null,null,null,0,null,3.9,null,null,null,5,1700,55,63,230,2.4,1.4,0.31,1.03,0,1,0,460
らいまめ　全粒　乾,4,306,21.9,1.8,19.6,60.8,14,0.47,0.16,0.4,0,0,0,5.1,6,5.7,120,1.05,9.2,0,1800,78,170,250,6.2,2.9,0.7,1.85,0,17,3,380
らいまめ　全粒　ゆで,4,122,9.6,0.9,10.9,26,6,0.1,0.04,0.08,0,0,0,2.4,3,2.2,25,0.23,null,0,490,27,52,95,2.3,1.1,0.25,0.73,null,null,null,null
りょくとう　全粒　乾,4,319,25.1,1.5,14.6,59.1,315,0.7,0.22,0.52,0,0,0,7.3,36,6.2,460,1.66,11,0,1300,100,150,320,5.9,4,0.91,null,0,2,3,410
りょくとう　全粒　ゆで,4,125,10.2,0.6,5.2,22.5,92,0.19,0.06,0.05,0,0,0,5.1,16,2.1,80,0.34,3.3,1,320,32,39,75,2.2,0.8,0.21,0.31,0,1,1,140
レンズまめ　全粒　乾,4,313,23.2,1.5,16.7,60.7,64,0.52,0.17,0.55,0,1,0,6.1,17,5.3,77,1.58,23,0,1000,57,100,430,9,4.8,0.95,1.57,0,54,2,180
レンズまめ　全粒　ゆで,4,149,11.2,0.8,9.4,29.1,31,0.2,0.06,0.16,0,0,0,3.1,9,2.1,22,0.57,null,0,330,27,44,190,4.3,2.5,0.44,0.81,null,null,null,null
アーモンド　乾,5,609,19.6,51.8,10.1,20.9,25,0.2,1.06,0.09,0,0,0,1.1,0,7.2,65,0.49,null,1,760,250,290,460,3.6,3.6,1.17,2.45,null,null,null,null
アーモンド　フライ　味付け,5,626,21.3,55.7,10.1,17.9,16,0.05,1.07,0.1,0,0,0,1.1,0,8,49,0.5,60,100,760,240,270,490,3.5,3.1,0.87,2.24,0,1,6,32
アーモンド　いり　無塩,5,608,20.3,54.1,11,20.7,19,0.03,1.04,0.08,0,0,0,1,0,7.5,48,0.26,null,0,740,260,310,480,3.7,3.7,1.19,2.46,null,null,null,null
あさ　乾,5,450,29.9,28.3,23,31.7,53,0.35,0.19,0.4,0,0,0,3,51,8.2,82,0.57,28,2,340,130,400,1100,13,6.1,1.32,9.97,0,4,9,45
あまに　いり,5,540,21.8,43.3,23.8,30.4,33,0.01,0.17,0.4,0,0,0,0.6,7,9.4,45,0.24,33,70,760,210,410,710,9,6.1,1.26,2.97,0,3,25,13
えごま　乾,5,523,17.7,43.4,20.8,29.4,50,0.54,0.29,0.55,0,0,0,2.1,1,12,59,1.65,35,2,590,390,230,550,16,3.8,1.93,3.09,0,3,2,48
カシューナッツ　フライ　味付け,5,591,19.8,47.6,6.7,26.7,11,0.54,0.18,0.36,0,0,0,6.6,28,7,63,1.32,19,220,590,38,240,490,4.8,5.4,1.89,null,0,27,1,30
かぼちゃ　いり　味付け,5,590,26.5,51.8,7.3,12,67,0.21,0.19,0.16,0,0,0,1.2,2,13,79,0.65,13,47,840,44,530,1100,6.5,7.7,1.26,4.39,0,5,13,42
かや　いり,5,629,8.7,64.9,18.2,22.6,81,0.02,0.04,0.17,0,2,0,10.4,3,3,55,0.62,null,6,470,58,200,300,3.3,3.7,0.92,2.62,null,null,null,null
ぎんなん　生,5,168,4.7,1.6,1.6,34.8,314,0.28,0.08,0.07,0,23,0,3.2,3,2.5,45,1.27,6.2,0,710,5,48,120,1,0.4,0.25,0.26,2,0,0,3
ぎんなん　ゆで,5,169,4.6,1.5,2.4,35.8,314,0.26,0.07,0.02,0,23,0,2,3,2.3,38,1.02,2.8,1,580,5,45,96,1.2,0.4,0.23,0.25,0,1,5,0
（くり類）　日本ぐり　生,5,147,2.8,0.5,4.2,36.9,90,0.21,0.07,0.27,0,33,0,0,1,1.6,74,1.04,3.9,1,420,23,40,70,0.8,0.5,0.32,3.27,0,3,0,2
（くり類）　日本ぐり　ゆで,5,152,3.5,0.6,6.6,36.7,90,0.17,0.08,0.26,0,26,0,3.3,0,1.7,76,1.06,null,1,460,23,45,72,0.7,0.6,0.37,1.07,null,null,null,null
（くり類）　日本ぐり　甘露煮,5,232,1.8,0.4,2.8,56.8,74,0.07,0.03,0.03,0,0,0,1.8,0,0.7,8,0.18,null,7,75,8,8,25,0.6,0.1,0.15,0.75,null,null,null,null
（くり類）　中国ぐり　甘ぐり,5,207,4.9,0.9,8.5,48.5,159,0.2,0.18,0.37,0,2,0,0.3,0,2.2,100,0.57,6,2,560,30,71,110,2,0.9,0.51,1.59,0,1,0,1
くるみ　いり,5,713,14.6,68.8,7.5,11.7,25,0.26,0.15,0.49,0,0,0,3.9,7,4.4,91,0.67,null,4,540,85,150,280,2.6,2.6,1.21,3.44,null,null,null,null
けし　乾,5,555,19.3,49.1,16.5,21.8,12,1.61,0.2,0.45,0,0,0,11,0,4.3,180,0.81,47,4,700,1700,350,820,23,5.1,1.48,6.88,0,8,7,120
ココナッツ　ココナッツパウダー,5,676,6.1,65.8,14.1,23.7,0,0.03,0.03,0.09,0,0,0,0,0,1.9,10,0.25,null,10,820,15,110,140,2.8,1.4,0.8,1.41,null,null,null,null
ごま　乾,5,604,19.8,53.8,10.8,16.5,19,0.95,0.25,0.6,0,0,0,0.6,7,11,93,0.56,12,2,400,1200,370,540,9.6,5.5,1.66,2.24,0,10,4,92
ごま　いり,5,605,20.3,54.2,12.6,18.5,16,0.49,0.23,0.64,0,0,0,0.7,12,11,150,0.51,15,2,410,1200,360,560,9.9,5.9,1.68,2.52,0,27,4,110
ごま　むき,5,570,19.3,54.9,13,18.8,5,1.25,0.14,0.44,0,0,0,0.6,1,11,83,0.39,11,2,400,62,340,870,6,5.5,1.53,1.23,1,43,1,120
ごま　ねり,5,646,19,61,11.2,15.6,17,0.32,0.15,0.51,0,0,0,0.5,0,12,99,0.24,13,6,480,590,340,670,5.8,5.3,1.5,1.8,0,22,5,150
しい　生,5,244,3.2,0.8,3.3,57.6,8,0.28,0.09,0.19,0,110,0,8.9,16,1.9,8,0.59,null,1,390,62,82,76,0.9,0.1,0.36,2.72,null,null,null,null
すいか　いり　味付け,5,528,29.6,46.4,7.1,13.4,20,0.1,0.16,0.71,0,0,0,1.3,1,7.6,120,1.04,9.1,580,640,70,410,620,5.3,3.9,1.49,1.43,24,11,1,90
チアシード　乾,5,446,19.4,33.9,36.9,34.5,6,0.97,0.25,0.42,0,1,0,0.8,1,15,84,0.53,24,0,760,570,360,820,7.6,5.9,1.79,4.8,0,11,8,44
とち　蒸し,5,148,1.7,1.9,6.6,34.2,0,0,0,0,0,0,0,1.5,1,0.4,1,0,null,250,1900,180,17,27,0.4,0.5,0.44,1.46,null,null,null,null
はす　未熟　生,5,81,5.9,0.5,2.6,14.9,10,0.18,0.09,0.16,0,27,0,1.8,1,2.8,230,0.85,null,2,410,53,57,190,0.6,0.8,0.22,1.33,null,null,null,null
はす　成熟　乾,5,327,18.3,2.3,10.3,64.3,13,0.44,0.11,0.6,0,1,0,2.9,0,8.6,200,2.58,27,6,1300,110,200,690,2.9,2.8,1.12,8.25,10,8,0,14
はす　成熟　ゆで,5,118,7.3,0.8,5,25,6,0.08,0.02,0.12,0,0,0,1.7,0,2.4,36,0.32,null,1,240,42,67,190,1.1,0.2,0.3,2.92,null,null,null,null
（ひし類）　ひし　生,5,183,5.8,0.5,2.9,40.6,8,0.42,0.08,0.32,0,12,0,9.9,2,3.1,430,0.71,11,5,430,45,84,150,1.1,1.3,0.06,0.6,0,0,0,2
（ひし類）　とうびし　生,5,122,2.7,0.4,8.2,31.4,7,0.25,0.03,0.18,null,7,null,10.4,1,3,110,0.36,8.7,13,470,27,49,140,0.7,0.9,0.07,0.35,0,1,0,2
（ひし類）　とうびし　ゆで,5,120,2.7,0.3,5.1,30.5,6,0.19,0.03,0.12,null,5,null,10.4,null,2.7,71,0.37,7.3,12,410,25,45,130,0.5,0.8,0.05,0.27,0,1,0,1
ピスタチオ　いり　味付け,5,617,17.4,56.1,9.2,20.9,250,0.43,0.24,1.22,0,0,0,2,29,5.5,59,1.06,null,270,970,120,120,440,3,2.5,1.15,null,null,null,null,null
ひまわり　フライ　味付け,5,603,20.1,56.3,7.9,17.2,21,1.72,0.25,1.18,0,0,0,1.9,0,11.7,280,1.66,80.1,250,750,81,390,830,3.6,5,1.81,2.33,0,95,1,28
ブラジルナッツ　フライ　味付け,5,703,14.9,69.1,7.2,9.6,13,0.88,0.26,0.25,0,0,0,4.4,0,3.8,1,0.23,null,78,620,200,370,680,2.6,4,1.95,1.29,null,null,null,null
ヘーゼルナッツ　フライ　味付け,5,701,13.6,69.3,7.4,13.9,0,0.26,0.28,0.39,0,0,0,10.5,4,4.2,54,1.07,82,35,610,130,160,320,3,2,1.64,5.24,0,1,1,6
ペカン　フライ　味付け,5,716,9.6,73.4,7.1,13.3,102,0.19,0.19,0.19,0,0,0,3.1,4,2.4,43,1.49,null,140,370,60,120,270,2.7,3.6,0.84,4.37,null,null,null,null
マカダミアナッツ　いり　味付け,5,751,8.3,76.7,6.2,12.2,0,0.21,0.09,0.21,0,0,0,0,5,3.7,16,0.5,6.5,190,300,47,94,140,1.3,0.7,0.33,null,0,13,2,5
まつ　生,5,681,15.8,68.2,4.1,10.6,0,0.63,0.13,0.17,0,0,0,5,1,6.3,79,0.59,null,2,730,14,290,680,5.6,6.9,1.44,9.78,null,null,null,null
まつ　いり,5,724,14.6,72.5,6.9,8.1,0,0.61,0.21,0.1,0,0,0,0.6,27,6.1,73,0.42,null,4,620,15,250,550,6.2,6,1.3,null,null,null,null,null
らっかせい　大粒種　乾,5,572,25.2,47,8.5,19.4,18,0.41,0.1,0.49,0,0,0,7.7,0,24,76,2.56,92,2,740,49,170,380,1.6,2.3,0.59,1.56,1,20,4,88
らっかせい　大粒種　いり,5,613,25,49.6,11.4,21.3,15,0.24,0.13,0.46,0,0,0,0.6,0,28,58,2.2,110,2,760,50,200,390,1.7,3,0.69,2.15,1,2,0,96
らっかせい　小粒種　乾,5,573,25.4,47.5,7.4,18.8,7,0.85,0.1,0.46,0,0,0,0.7,0,22,76,2.56,92,2,740,50,170,380,1.6,2.3,0.59,1.56,1,20,4,88
